NewImageName,NewAudioName,Experiment,Group,ImageObjectLeft,ImageObjectRight,PicGenderLeft,PicGenderRight,PicGender,AgentGender,AudioPronoun,AudioSide,AudioNoun,TestSentence,ReferPosition,PronounOnset,LROnset,NounOnset,SentenceOffset,Questions,SQsmatch,ExperimentKind
FM_MT0_LX0_M.png,I_L_LX0_M.wav,1,A,美瞳,凉鞋,Left_female,Right_male,Gendered,YXY,I,Left,凉鞋,我的左边是一个凉鞋,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FSS_DZ0_M.png,I_L_DZ0_M.wav,1,A,防晒霜,电钻,Left_female,Right_male,Gendered,YXY,I,Left,电钻,我的左边是一个电钻,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YEC_DJ0_M.png,I_L_DJ0_M.wav,1,A,婴儿车,电锯,Left_female,Right_male,Gendered,YXY,I,Left,电锯,我的左边是一个电锯,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZS0_TK0_M.png,I_L_TAN_M.wav,1,A,钻石,坦克,Left_female,Right_male,Gendered,YXY,I,Left,坦克,我的左边是一个坦克,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FST_WJJ_M.png,I_L_WJJ_M.wav,1,A,粉手套,挖掘机,Left_female,Right_male,Gendered,YXY,I,Left,挖掘机,我的左边是一个挖掘机,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JZ0_GM0_M.png,I_L_GM0_M.wav,1,A,镜子,官帽,Left_female,Right_male,Gendered,YXY,I,Left,官帽,我的左边是一个官帽,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_EZ0_KC0_M.png,I_L_KC0_M.wav,1,A,耳罩,卡车,Left_female,Right_male,Gendered,YXY,I,Left,卡车,我的左边是一个卡车,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SZ0_XZ0_M.png,I_L_XZ0_M.wav,1,A,梳子,西装,Left_female,Right_male,Gendered,YXY,I,Left,西装,我的左边是一个西装,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MY0_YLX_M.png,I_L_YLX_M.wav,1,A,毛衣,英伦鞋,Left_female,Right_male,Gendered,YXY,I,Left,英伦鞋,我的左边是一个英伦鞋,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YXB_JK0_M.png,I_L_JK0_M.wav,1,A,眼线笔,夹克,Left_female,Right_male,Gendered,YXY,I,Left,夹克,我的左边是一个夹克,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MM0_LD0_M.png,I_L_LD0_M.wav,1,A,面膜,领带,Left_female,Right_male,Gendered,YXY,I,Left,领带,我的左边是一个领带,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_XS0_BS0_M.png,I_L_BS0_M.wav,1,A,香水,扳手,Left_female,Right_male,Gendered,YXY,I,Left,扳手,我的左边是一个扳手,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FDY_XY0_M.png,I_L_XY0_M.wav,1,A,粉底液,香烟,Left_female,Right_male,Gendered,YXY,I,Left,香烟,我的左边是一个香烟,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_HDJ_QJT_M.png,I_L_QJT_M.wav,1,A,蝴蝶结,拳击套,Left_female,Right_male,Gendered,YXY,I,Left,拳击套,我的左边是一个拳击套,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_PJ0_CS0_M.png,I_L_CS0_M.wav,1,A,披肩,衬衫,Left_female,Right_male,Gendered,YXY,I,Left,衬衫,我的左边是一个衬衫,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZJ0_MTC_M.png,I_L_MTC_M.wav,1,A,钻戒,摩托车,Left_female,Right_male,Gendered,YXY,I,Left,摩托车,我的左边是一个摩托车,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SY0_QY0_M.png,I_L_QY0_M.wav,1,A,束腰,球衣,Left_female,Right_male,Gendered,YXY,I,Left,球衣,我的左边是一个球衣,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JMJ_YRF_M.png,I_L_YRF_M.wav,1,A,睫毛夹,羽绒服,Left_female,Right_male,Gendered,YXY,I,Left,羽绒服,我的左边是一个羽绒服,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MHT_TXP_F.png,I_R_MHT_F.wav,1,A,棉花糖,剃须泡,Left_female,Right_male,Gendered,FYQ,I,Right,棉花糖,我的右边是一个棉花糖,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_CFJ_TXD_F.png,I_R_CFJ_F.wav,1,A,吹风机,剃须刀,Left_female,Right_male,Gendered,FYQ,I,Right,吹风机,我的右边是一个吹风机,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_DDC_YD0_F.png,I_R_DDC_F.wav,1,A,电动车,烟斗,Left_female,Right_male,Gendered,FYQ,I,Right,电动车,我的右边是一个电动车,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_TTQ_XYH_F.png,I_R_TTQ_F.wav,1,A,甜甜圈,香烟盒,Left_female,Right_male,Gendered,FYQ,I,Right,甜甜圈,我的右边是一个甜甜圈,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MT0_LX0_F.png,I_R_MT0_F.wav,1,A,美瞳,凉鞋,Left_female,Right_male,Gendered,FYQ,I,Right,美瞳,我的右边是一个美瞳,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FSS_DZ0_F.png,I_R_FSS_F.wav,1,A,防晒霜,电钻,Left_female,Right_male,Gendered,FYQ,I,Right,防晒霜,我的右边是一个防晒霜,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YEC_DJ0_F.png,I_R_YEC_F.wav,1,A,婴儿车,电锯,Left_female,Right_male,Gendered,FYQ,I,Right,婴儿车,我的右边是一个婴儿车,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZS0_TK0_F.png,I_R_ZS0_F.wav,1,A,钻石,坦克,Left_female,Right_male,Gendered,FYQ,I,Right,钻石,我的右边是一个钻石,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FST_WJJ_F.png,I_R_FST_F.wav,1,A,粉手套,挖掘机,Left_female,Right_male,Gendered,FYQ,I,Right,粉手套,我的右边是一个粉手套,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JZ0_GM0_F.png,I_R_JZ0_F.wav,1,A,镜子,官帽,Left_female,Right_male,Gendered,FYQ,I,Right,镜子,我的右边是一个镜子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_EZ0_KC0_F.png,I_R_EZ0_F.wav,1,A,耳罩,卡车,Left_female,Right_male,Gendered,FYQ,I,Right,耳罩,我的右边是一个耳罩,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SZ0_XZ0_F.png,I_R_SHU_F.wav,1,A,梳子,西装,Left_female,Right_male,Gendered,FYQ,I,Right,梳子,我的右边是一个梳子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MY0_YLX_F.png,I_R_MY0_F.wav,1,A,毛衣,英伦鞋,Left_female,Right_male,Gendered,FYQ,I,Right,毛衣,我的右边是一个毛衣,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YXB_JK0_F.png,I_R_YXB_F.wav,1,A,眼线笔,夹克,Left_female,Right_male,Gendered,FYQ,I,Right,眼线笔,我的右边是一个眼线笔,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MM0_LD0_F.png,I_R_MM0_F.wav,1,A,面膜,领带,Left_female,Right_male,Gendered,FYQ,I,Right,面膜,我的右边是一个面膜,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_XS0_BS0_F.png,I_R_XS0_F.wav,1,A,香水,扳手,Left_female,Right_male,Gendered,FYQ,I,Right,香水,我的右边是一个香水,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FDY_XY0_F.png,I_R_FDY_F.wav,1,A,粉底液,香烟,Left_female,Right_male,Gendered,FYQ,I,Right,粉底液,我的右边是一个粉底液,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_HDJ_QJT_F.png,I_R_HDJ_F.wav,1,A,蝴蝶结,拳击套,Left_female,Right_male,Gendered,FYQ,I,Right,蝴蝶结,我的右边是一个蝴蝶结,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_PJ0_CS0_F.png,I_R_PJ0_F.wav,1,A,披肩,衬衫,Left_female,Right_male,Gendered,FYQ,I,Right,披肩,我的右边是一个披肩,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZJ0_MTC_F.png,I_R_ZJ0_F.wav,1,A,钻戒,摩托车,Left_female,Right_male,Gendered,FYQ,I,Right,钻戒,我的右边是一个钻戒,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SY0_QY0_F.png,I_R_SY0_F.wav,1,A,束腰,球衣,Left_female,Right_male,Gendered,FYQ,I,Right,束腰,我的右边是一个束腰,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JMJ_YRF_F.png,I_R_JMJ_F.wav,1,A,睫毛夹,羽绒服,Left_female,Right_male,Gendered,FYQ,I,Right,睫毛夹,我的右边是一个睫毛夹,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BG0_SB0_F.png,I_L_SB0_F.wav,1,A,饼干,鼠标,neutral,neutral,Neutral,FYQ,I,Left,鼠标,我的左边是一个鼠标,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BBT_HLJ_F.png,I_L_HLJ_F.wav,1,A,棒棒糖,红辣椒,neutral,neutral,Neutral,FYQ,I,Left,红辣椒,我的左边是一个红辣椒,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_TT0_YT0_F.png,I_L_YT0_F.wav,1,A,甜筒,油条,neutral,neutral,Neutral,FYQ,I,Left,油条,我的左边是一个油条,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_QKL_YMQ_F.png,I_L_YMQ_F.wav,1,A,巧克力,羽毛球,neutral,neutral,Neutral,FYQ,I,Left,羽毛球,我的左边是一个羽毛球,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_KX0_LT0_F.png,I_L_LT0_F.wav,1,A,烤箱,辣条,neutral,neutral,Neutral,FYQ,I,Left,辣条,我的左边是一个辣条,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_DG0_HG0_F.png,I_R_DG0_F.wav,1,A,蛋糕,火锅,neutral,neutral,Neutral,FYQ,I,Right,蛋糕,我的右边是一个蛋糕,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BLT_CDQ_F.png,I_R_BLT_F.wav,1,A,便利贴,充电器,neutral,neutral,Neutral,FYQ,I,Right,便利贴,我的右边是一个便利贴,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YT0_MF0_F.png,I_R_YT0_F.wav,1,A,樱桃,米饭,neutral,neutral,Neutral,FYQ,I,Right,樱桃,我的右边是一个樱桃,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_WZ0_HJ0_F.png,I_R_WZ0_F.wav,1,A,袜子,花卷,neutral,neutral,Neutral,FYQ,I,Right,袜子,我的右边是一个袜子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_GJ0_BM0_F.png,I_R_GJ0_F.wav,1,A,果酒,斑马,neutral,neutral,Neutral,FYQ,I,Right,果酒,我的右边是一个果酒,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_MP0_YW0_F.png,I_R_MP0_F.wav,1,A,麦片,鹦鹉,neutral,neutral,Neutral,FYQ,I,Right,麦片,我的右边是一个麦片,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_CFY_YWW_F.png,Y_R_YWW_F.wav,1,B,冲锋衣,洋娃娃,Left_male,Right_female,Gendered,FYQ,You,Right,洋娃娃,你的右边是一个洋娃娃,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_PX0_FG0_F.png,Y_R_FG0_F.wav,1,B,皮鞋,发箍,Left_male,Right_female,Gendered,FYQ,You,Right,发箍,你的右边是一个发箍,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_YSM_ZYM_F.png,Y_R_ZYM_F.wav,1,B,鸭舌帽,遮阳帽,Left_male,Right_female,Gendered,FYQ,You,Right,遮阳帽,你的右边是一个遮阳帽,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_PD0_SZ0_F.png,Y_R_SZ0_F.wav,1,B,皮带,扇子,Left_male,Right_female,Gendered,FYQ,You,Right,扇子,你的右边是一个扇子,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_QB0_ZZ0_F.png,Y_R_ZUO_F.wav,1,B,钱包,镯子,Left_male,Right_female,Gendered,FYQ,You,Right,镯子,你的右边是一个镯子,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_SQ0_WX0_F.png,Y_R_WX0_F.wav,1,B,手枪,舞鞋,Left_male,Right_female,Gendered,FYQ,You,Right,舞鞋,你的右边是一个舞鞋,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_LJ0_XL0_F.png,Y_R_XL0_F.wav,1,B,领结,项链,Left_male,Right_female,Gendered,FYQ,You,Right,项链,你的右边是一个项链,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_CZ0_EH0_F.png,Y_R_EH0_F.wav,1,B,锤子,耳环,Left_male,Right_female,Gendered,FYQ,You,Right,耳环,你的右边是一个耳环,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_GWB_YYP_F.png,Y_R_YYP_F.wav,1,B,公文包,眼影盘,Left_male,Right_female,Gendered,FYQ,You,Right,眼影盘,你的右边是一个眼影盘,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_JX0_KH0_F.png,Y_R_KH0_F.wav,1,B,胶鞋,口红,Left_male,Right_female,Gendered,FYQ,You,Right,口红,你的右边是一个口红,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_MJ0_DQ0_F.png,Y_R_DQ0_F.wav,1,B,马甲,短裙,Left_male,Right_female,Gendered,FYQ,You,Right,短裙,你的右边是一个短裙,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_KB0_BB0_F.png,Y_R_BB0_F.wav,1,B,挎包,芭比,Left_male,Right_female,Gendered,FYQ,You,Right,芭比,你的右边是一个芭比,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_DHJ_CTX_F.png,Y_R_CTX_F.wav,1,B,打火机,长筒靴,Left_male,Right_female,Gendered,FYQ,You,Right,长筒靴,你的右边是一个长筒靴,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_WS0_SH0_F.png,Y_R_SAI_F.wav,1,B,纹身,腮红,Left_male,Right_female,Gendered,FYQ,You,Right,腮红,你的右边是一个腮红,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_GZK_PGX_F.png,Y_R_PGX_F.wav,1,B,工装裤,坡跟鞋,Left_male,Right_female,Gendered,FYQ,You,Right,坡跟鞋,你的右边是一个坡跟鞋,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_YWF_STB_F.png,Y_R_STB_F.wav,1,B,燕尾服,手提包,Left_male,Right_female,Gendered,FYQ,You,Right,手提包,你的右边是一个手提包,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_TK0_ZZ0_F.png,Y_R_ZZ0_F.wav,1,B,头盔,簪子,Left_male,Right_female,Gendered,FYQ,You,Right,簪子,你的右边是一个簪子,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_PJ0_GGX_F.png,Y_R_GGX_F.wav,1,B,啤酒,高跟鞋,Left_male,Right_female,Gendered,FYQ,You,Right,高跟鞋,你的右边是一个高跟鞋,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_BB0_MJ0_F.png,Y_R_MJ0_F.wav,1,B,背包,美甲,Left_male,Right_female,Gendered,FYQ,You,Right,美甲,你的右边是一个美甲,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_QZ0_DD0_F.png,Y_R_DD0_F.wav,1,B,球桌,吊带,Left_male,Right_female,Gendered,FYQ,You,Right,吊带,你的右边是一个吊带,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_TX0_NZQ_F.png,Y_R_NZQ_F.wav,1,B,拖鞋,牛仔裙,Left_male,Right_female,Gendered,FYQ,You,Right,牛仔裙,你的右边是一个牛仔裙,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_ST0_CQ0_F.png,Y_R_CQ0_F.wav,1,B,手套,长裙,Left_male,Right_female,Gendered,FYQ,You,Right,长裙,你的右边是一个长裙,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YDX_DRC_M.png,Y_L_YDX_M.wav,1,B,运动鞋,单人床,neutral,neutral,Neutral,YXY,You,Left,运动鞋,你的左边是一个运动鞋,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_SZ0_HG0_M.png,Y_L_SZ0_M.wav,1,B,狮子,黄瓜,neutral,neutral,Neutral,YXY,You,Left,狮子,你的左边是一个狮子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_MZ0_BZ0_M.png,Y_L_MZ0_M.wav,1,B,帽子,包子,neutral,neutral,Neutral,YXY,You,Left,帽子,你的左边是一个帽子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_SB0_QB0_M.png,Y_L_SB0_M.wav,1,B,手表,铅笔,neutral,neutral,Neutral,YXY,You,Left,手表,你的左边是一个手表,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YX0_MM0_M.png,Y_L_YX0_M.wav,1,B,雨靴,木门,neutral,neutral,Neutral,YXY,You,Left,雨靴,你的左边是一个雨靴,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_FC0_LB0_M.png,Y_R_LB0_M.wav,1,B,帆船,萝卜,neutral,neutral,Neutral,YXY,You,Right,萝卜,你的右边是一个萝卜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_SJJ_KG0_M.png,Y_R_KG0_M.wav,1,B,三脚架,苦瓜,neutral,neutral,Neutral,YXY,You,Right,苦瓜,你的右边是一个苦瓜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BXX_MHT_M.png,Y_R_MHT_M.wav,1,B,保险箱,猕猴桃,neutral,neutral,Neutral,YXY,You,Right,猕猴桃,你的右边是一个猕猴桃,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_LC0_BZ0_M.png,Y_R_BZ0_M.wav,1,B,绿茶,杯子,neutral,neutral,Neutral,YXY,You,Right,杯子,你的右边是一个杯子,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YS0_XG0_M.png,Y_R_XG0_M.wav,1,B,雨伞,西瓜,neutral,neutral,Neutral,YXY,You,Right,西瓜,你的右边是一个西瓜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_WY0_GQ0_M.png,Y_R_GQ0_M.wav,1,B,卫衣,钢琴,neutral,neutral,Neutral,YXY,You,Right,钢琴,你的右边是一个钢琴,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_CFY_YWW_M.png,Y_L_CFY_M.wav,1,B,冲锋衣,洋娃娃,Left_male,Right_female,Gendered,YXY,You,Left,冲锋衣,你的左边是一个冲锋衣,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_PX0_FG0_M.png,Y_L_PX0_M.wav,1,B,皮鞋,发箍,Left_male,Right_female,Gendered,YXY,You,Left,皮鞋,你的左边是一个皮鞋,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_YSM_ZYM_M.png,Y_L_YSM_M.wav,1,B,鸭舌帽,遮阳帽,Left_male,Right_female,Gendered,YXY,You,Left,鸭舌帽,你的左边是一个鸭舌帽,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_PD0_SZ0_M.png,Y_L_PD0_M.wav,1,B,皮带,扇子,Left_male,Right_female,Gendered,YXY,You,Left,皮带,你的左边是一个皮带,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_QB0_ZZ0_M.png,Y_L_QB0_M.wav,1,B,钱包,镯子,Left_male,Right_female,Gendered,YXY,You,Left,钱包,你的左边是一个钱包,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_SQ0_WX0_M.png,Y_L_SQ0_M.wav,1,B,手枪,舞鞋,Left_male,Right_female,Gendered,YXY,You,Left,手枪,你的左边是一个手枪,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_LJ0_XL0_M.png,Y_L_LJ0_M.wav,1,B,领结,项链,Left_male,Right_female,Gendered,YXY,You,Left,领结,你的左边是一个领结,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_CZ0_EH0_M.png,Y_L_CZ0_M.wav,1,B,锤子,耳环,Left_male,Right_female,Gendered,YXY,You,Left,锤子,你的左边是一个锤子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_GWB_YYP_M.png,Y_L_GWB_M.wav,1,B,公文包,眼影盘,Left_male,Right_female,Gendered,YXY,You,Left,公文包,你的左边是一个公文包,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_JX0_KH0_M.png,Y_L_JX0_M.wav,1,B,胶鞋,口红,Left_male,Right_female,Gendered,YXY,You,Left,胶鞋,你的左边是一个胶鞋,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_MJ0_DQ0_M.png,Y_L_MA0_M.wav,1,B,马甲,短裙,Left_male,Right_female,Gendered,YXY,You,Left,马甲,你的左边是一个马甲,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_KB0_BB0_M.png,Y_L_KB0_M.wav,1,B,挎包,芭比,Left_male,Right_female,Gendered,YXY,You,Left,挎包,你的左边是一个挎包,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_DHJ_CTX_M.png,Y_L_DHJ_M.wav,1,B,打火机,长筒靴,Left_male,Right_female,Gendered,YXY,You,Left,打火机,你的左边是一个打火机,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_WS0_SH0_M.png,Y_L_WS0_M.wav,1,B,纹身,腮红,Left_male,Right_female,Gendered,YXY,You,Left,纹身,你的左边是一个纹身,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_GZK_PGX_M.png,Y_L_GZK_M.wav,1,B,工装裤,坡跟鞋,Left_male,Right_female,Gendered,YXY,You,Left,工装裤,你的左边是一个工装裤,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_YWF_STB_M.png,Y_L_YWF_M.wav,1,B,燕尾服,手提包,Left_male,Right_female,Gendered,YXY,You,Left,燕尾服,你的左边是一个燕尾服,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_TK0_ZZ0_M.png,Y_L_TK0_M.wav,1,B,头盔,簪子,Left_male,Right_female,Gendered,YXY,You,Left,头盔,你的左边是一个头盔,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_PJ0_GGX_M.png,Y_L_PJ0_M.wav,1,B,啤酒,高跟鞋,Left_male,Right_female,Gendered,YXY,You,Left,啤酒,你的左边是一个啤酒,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_BB0_MJ0_M.png,Y_L_BB0_M.wav,1,B,背包,美甲,Left_male,Right_female,Gendered,YXY,You,Left,背包,你的左边是一个背包,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_QZ0_DD0_M.png,Y_L_QZ0_M.wav,1,B,球桌,吊带,Left_male,Right_female,Gendered,YXY,You,Left,球桌,你的左边是一个球桌,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_TX0_NZQ_M.png,Y_L_TX0_M.wav,1,B,拖鞋,牛仔裙,Left_male,Right_female,Gendered,YXY,You,Left,拖鞋,你的左边是一个拖鞋,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
MF_ST0_CQ0_M.png,Y_L_ST0_M.wav,1,B,手套,长裙,Left_male,Right_female,Gendered,YXY,You,Left,手套,你的左边是一个手套,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_JXL_UP0_F.png,Y_L_JXL_F.wav,1,B,金项链,U盘,neutral,neutral,Neutral,FYQ,You,Left,金项链,你的左边是一个金项链,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_EJ0_TS0_F.png,Y_L_EJ0_F.wav,1,B,耳机,图书,neutral,neutral,Neutral,FYQ,You,Left,耳机,你的左边是一个耳机,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_XK0_FZ0_F.png,Y_L_XK0_F.wav,1,B,袖扣,风筝,neutral,neutral,Neutral,FYQ,You,Left,袖扣,你的左边是一个袖扣,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_GB0_NG0_F.png,Y_L_GB0_F.wav,1,B,钢笔,南瓜,neutral,neutral,Neutral,FYQ,You,Left,钢笔,你的左边是一个钢笔,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_LH0_TZ0_F.png,Y_L_LH0_F.wav,1,B,老虎,桃子,neutral,neutral,Neutral,FYQ,You,Left,老虎,你的左边是一个老虎,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_JP0_PG0_F.png,Y_L_JP0_F.wav,1,B,键盘,苹果,neutral,neutral,Neutral,FYQ,You,Left,键盘,你的左边是一个键盘,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_DN0_XJ0_F.png,Y_R_XJ0_F.wav,1,B,电脑,香蕉,neutral,neutral,Neutral,FYQ,You,Right,香蕉,你的右边是一个香蕉,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_FJ0_BC0_F.png,Y_R_BC0_F.wav,1,B,飞机,白菜,neutral,neutral,Neutral,FYQ,You,Right,白菜,你的右边是一个白菜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YX0_MB0_F.png,Y_R_MB0_F.wav,1,B,音响,面包,neutral,neutral,Neutral,FYQ,You,Right,面包,你的右边是一个面包,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
